Fecha,Metal,Precio
28/01/2009,PLATA (US$/ozt),11.98
28/01/2009,PLOMO (¢/lb),52.62
28/01/2009,ZINC (¢/lb),50.85
29/01/2009,ALUMINIO (¢/lb),59.38
29/01/2009,COBRE (¢/lb),141.77
29/01/2009,ESTAÑO (¢/lb),494.42
29/01/2009,NIQUEL (¢/lb),498.27
29/01/2009,ORO (US$/ozt),878.5
29/01/2009,PLATA (US$/ozt),11.74
29/01/2009,PLOMO (¢/lb),51.94
29/01/2009,ZINC (¢/lb),48.9
30/01/2009,ALUMINIO (¢/lb),59.49
30/01/2009,COBRE (¢/lb),140.89
30/01/2009,ESTAÑO (¢/lb),493.06
30/01/2009,NIQUEL (¢/lb),493.06
30/01/2009,ORO (US$/ozt),918.5
30/01/2009,PLATA (US$/ozt),12.51
30/01/2009,PLOMO (¢/lb),52.25
30/01/2009,ZINC (¢/lb),48.85
02/02/2009,ALUMINIO (¢/lb),59.69
02/02/2009,COBRE (¢/lb),142.68
02/02/2009,ESTAÑO (¢/lb),481.26
02/02/2009,NIQUEL (¢/lb),508.25
02/02/2009,ORO (US$/ozt),913.75
02/02/2009,PLATA (US$/ozt),12.43
02/02/2009,PLOMO (¢/lb),50.6
02/02/2009,ZINC (¢/lb),49.69
03/02/2009,ALUMINIO (¢/lb),60.6
03/02/2009,COBRE (¢/lb),145.2
03/02/2009,ESTAÑO (¢/lb),493.28
03/02/2009,NIQUEL (¢/lb),511.88
03/02/2009,ORO (US$/ozt),902
03/02/2009,PLATA (US$/ozt),12.37
03/02/2009,PLOMO (¢/lb),50.53
03/02/2009,ZINC (¢/lb),51.12
04/02/2009,ALUMINIO (¢/lb),62.78
04/02/2009,COBRE (¢/lb),150.59
04/02/2009,ESTAÑO (¢/lb),519.36
04/02/2009,NIQUEL (¢/lb),526.39
04/02/2009,ORO (US$/ozt),902.25
04/02/2009,PLATA (US$/ozt),12.4
04/02/2009,PLOMO (¢/lb),54.2
04/02/2009,ZINC (¢/lb),52.66
05/02/2009,ALUMINIO (¢/lb),63.89
05/02/2009,COBRE (¢/lb),151.98
05/02/2009,ESTAÑO (¢/lb),509.16
05/02/2009,NIQUEL (¢/lb),522.08
05/02/2009,ORO (US$/ozt),914.75
05/02/2009,PLATA (US$/ozt),12.8
05/02/2009,PLOMO (¢/lb),52.84
05/02/2009,ZINC (¢/lb),51.89
06/02/2009,ALUMINIO (¢/lb),64.5
06/02/2009,COBRE (¢/lb),156.06
06/02/2009,ESTAÑO (¢/lb),508.02
06/02/2009,NIQUEL (¢/lb),521.63
06/02/2009,ORO (US$/ozt),914
06/02/2009,PLATA (US$/ozt),12.89
06/02/2009,PLOMO (¢/lb),52.84
06/02/2009,ZINC (¢/lb),51.48
09/02/2009,ALUMINIO (¢/lb),64.41
09/02/2009,COBRE (¢/lb),159.98
09/02/2009,ESTAÑO (¢/lb),512.56
09/02/2009,NIQUEL (¢/lb),521.86
09/02/2009,ORO (US$/ozt),901
09/02/2009,PLATA (US$/ozt),13.01
09/02/2009,PLOMO (¢/lb),53.52
09/02/2009,ZINC (¢/lb),53.18
10/02/2009,ALUMINIO (¢/lb),63.05
10/02/2009,COBRE (¢/lb),156.99
10/02/2009,ESTAÑO (¢/lb),505.76
10/02/2009,NIQUEL (¢/lb),495.55
10/02/2009,ORO (US$/ozt),896
10/02/2009,PLATA (US$/ozt),12.96
10/02/2009,PLOMO (¢/lb),52.25
10/02/2009,ZINC (¢/lb),51.96
11/02/2009,ALUMINIO (¢/lb),61.8
11/02/2009,COBRE (¢/lb),153.18
11/02/2009,ESTAÑO (¢/lb),505.76
11/02/2009,NIQUEL (¢/lb),478.54
11/02/2009,ORO (US$/ozt),922
11/02/2009,PLATA (US$/ozt),13.39
11/02/2009,PLOMO (¢/lb),51.94
11/02/2009,ZINC (¢/lb),50.96
12/02/2009,ALUMINIO (¢/lb),60.83
12/02/2009,COBRE (¢/lb),151.98
12/02/2009,ESTAÑO (¢/lb),508.25
12/02/2009,NIQUEL (¢/lb),459.72
12/02/2009,ORO (US$/ozt),944
12/02/2009,PLATA (US$/ozt),13.34
12/02/2009,PLOMO (¢/lb),51.48
12/02/2009,ZINC (¢/lb),50.87
13/02/2009,ALUMINIO (¢/lb),61.1
13/02/2009,COBRE (¢/lb),154.54
13/02/2009,ESTAÑO (¢/lb),517.1
13/02/2009,NIQUEL (¢/lb),471.74
13/02/2009,ORO (US$/ozt),939.25
13/02/2009,PLATA (US$/ozt),13.37
13/02/2009,PLOMO (¢/lb),51.94
13/02/2009,ZINC (¢/lb),51.69
16/02/2009,ALUMINIO (¢/lb),59.67
16/02/2009,COBRE (¢/lb),148.39
16/02/2009,ESTAÑO (¢/lb),503.94
16/02/2009,NIQUEL (¢/lb),449.96
16/02/2009,ORO (US$/ozt),943
16/02/2009,PLATA (US$/ozt),13.55
16/02/2009,PLOMO (¢/lb),51.51
16/02/2009,ZINC (¢/lb),49.49
17/02/2009,ALUMINIO (¢/lb),59.44
17/02/2009,COBRE (¢/lb),148.37
17/02/2009,ESTAÑO (¢/lb),499.41
17/02/2009,NIQUEL (¢/lb),452.69
17/02/2009,ORO (US$/ozt),962.25
17/02/2009,PLATA (US$/ozt),13.9
17/02/2009,PLOMO (¢/lb),50.01
17/02/2009,ZINC (¢/lb),49.44
18/02/2009,ALUMINIO (¢/lb),58.08
18/02/2009,COBRE (¢/lb),142.95
18/02/2009,ESTAÑO (¢/lb),494.42
18/02/2009,NIQUEL (¢/lb),441.12
18/02/2009,ORO (US$/ozt),964.75
18/02/2009,PLATA (US$/ozt),14.05
18/02/2009,PLOMO (¢/lb),48.08
18/02/2009,ZINC (¢/lb),48.58
19/02/2009,ALUMINIO (¢/lb),58.79
19/02/2009,COBRE (¢/lb),149.28
19/02/2009,ESTAÑO (¢/lb),505.76
19/02/2009,NIQUEL (¢/lb),447.24
19/02/2009,ORO (US$/ozt),973.5
19/02/2009,PLATA (US$/ozt),14.26
19/02/2009,PLOMO (¢/lb),49.21
19/02/2009,ZINC (¢/lb),50.46
20/02/2009,ALUMINIO (¢/lb),57.36
20/02/2009,COBRE (¢/lb),142.88
20/02/2009,ESTAÑO (¢/lb),489.88
20/02/2009,NIQUEL (¢/lb),434.31
20/02/2009,ORO (US$/ozt),981
20/02/2009,PLATA (US$/ozt),14.28
20/02/2009,PLOMO (¢/lb),46.06
20/02/2009,ZINC (¢/lb),48.06
23/02/2009,ALUMINIO (¢/lb),57.22
23/02/2009,COBRE (¢/lb),145.4
23/02/2009,ESTAÑO (¢/lb),491.69
23/02/2009,NIQUEL (¢/lb),431.37
23/02/2009,ORO (US$/ozt),987
23/02/2009,PLATA (US$/ozt),14.36
23/02/2009,PLOMO (¢/lb),46.54
23/02/2009,ZINC (¢/lb),49.26
24/02/2009,ALUMINIO (¢/lb),56.86
24/02/2009,COBRE (¢/lb),144.72
24/02/2009,ESTAÑO (¢/lb),476.73
24/02/2009,NIQUEL (¢/lb),429.78
24/02/2009,ORO (US$/ozt),989.75
24/02/2009,PLATA (US$/ozt),14.39
24/02/2009,PLOMO (¢/lb),44.97
24/02/2009,ZINC (¢/lb),48.26
25/02/2009,ALUMINIO (¢/lb),58.67
25/02/2009,COBRE (¢/lb),151.98
25/02/2009,ESTAÑO (¢/lb),496.68
25/02/2009,NIQUEL (¢/lb),441.35
25/02/2009,ORO (US$/ozt),956.25
25/02/2009,PLATA (US$/ozt),13.81
25/02/2009,PLOMO (¢/lb),45.72
25/02/2009,ZINC (¢/lb),49.94
26/02/2009,ALUMINIO (¢/lb),59.49
26/02/2009,COBRE (¢/lb),156.17
26/02/2009,ESTAÑO (¢/lb),496.68
26/02/2009,NIQUEL (¢/lb),458.36
26/02/2009,ORO (US$/ozt),945
26/02/2009,PLATA (US$/ozt),13.48
26/02/2009,PLOMO (¢/lb),47.63
26/02/2009,ZINC (¢/lb),51.05
27/02/2009,ALUMINIO (¢/lb),58.51
27/02/2009,COBRE (¢/lb),153.77
27/02/2009,ESTAÑO (¢/lb),498.95
27/02/2009,NIQUEL (¢/lb),438.85
27/02/2009,ORO (US$/ozt),943.75
27/02/2009,PLATA (US$/ozt),13.21
27/02/2009,PLOMO (¢/lb),46.49
27/02/2009,ZINC (¢/lb),48.78
02/03/2009,ALUMINIO (¢/lb),57.63
02/03/2009,COBRE (¢/lb),151.05
02/03/2009,ESTAÑO (¢/lb),501.22
02/03/2009,NIQUEL (¢/lb),435.68
02/03/2009,ORO (US$/ozt),949.5
02/03/2009,PLATA (US$/ozt),13.14
02/03/2009,PLOMO (¢/lb),46.45
02/03/2009,ZINC (¢/lb),48.92
03/03/2009,ALUMINIO (¢/lb),58.31
03/03/2009,COBRE (¢/lb),157.85
03/03/2009,ESTAÑO (¢/lb),490.33
03/03/2009,NIQUEL (¢/lb),438.85
03/03/2009,ORO (US$/ozt),924.75
03/03/2009,PLATA (US$/ozt),12.68
03/03/2009,PLOMO (¢/lb),47.26
03/03/2009,ZINC (¢/lb),50.12
04/03/2009,ALUMINIO (¢/lb),59.06
04/03/2009,COBRE (¢/lb),160.8
04/03/2009,ESTAÑO (¢/lb),483.08
04/03/2009,NIQUEL (¢/lb),442.71
04/03/2009,ORO (US$/ozt),911
04/03/2009,PLATA (US$/ozt),12.87
04/03/2009,PLOMO (¢/lb),50.08
04/03/2009,ZINC (¢/lb),51.98
05/03/2009,ALUMINIO (¢/lb),59.06
05/03/2009,COBRE (¢/lb),165.13
05/03/2009,ESTAÑO (¢/lb),503.49
05/03/2009,NIQUEL (¢/lb),443.84
05/03/2009,ORO (US$/ozt),913.25
05/03/2009,PLATA (US$/ozt),13.15
05/03/2009,PLOMO (¢/lb),52.64
05/03/2009,ZINC (¢/lb),53.82
06/03/2009,ALUMINIO (¢/lb),58.63
06/03/2009,COBRE (¢/lb),167.51
06/03/2009,ESTAÑO (¢/lb),514.83
06/03/2009,NIQUEL (¢/lb),443.61
06/03/2009,ORO (US$/ozt),937.75
06/03/2009,PLATA (US$/ozt),13.46
06/03/2009,PLOMO (¢/lb),53.98
06/03/2009,ZINC (¢/lb),55.57
09/03/2009,ALUMINIO (¢/lb),57.22
09/03/2009,COBRE (¢/lb),161.8
09/03/2009,ESTAÑO (¢/lb),511.43
09/03/2009,NIQUEL (¢/lb),434.31
09/03/2009,ORO (US$/ozt),934.75
09/03/2009,PLATA (US$/ozt),13.36
09/03/2009,PLOMO (¢/lb),55.16
09/03/2009,ZINC (¢/lb),53.61
10/03/2009,ALUMINIO (¢/lb),58.15
10/03/2009,COBRE (¢/lb),166.36
10/03/2009,ESTAÑO (¢/lb),505.76
10/03/2009,NIQUEL (¢/lb),443.61
10/03/2009,ORO (US$/ozt),911.5
10/03/2009,PLATA (US$/ozt),12.71
10/03/2009,PLOMO (¢/lb),56.7
10/03/2009,ZINC (¢/lb),56.15
11/03/2009,ALUMINIO (¢/lb),59.01
11/03/2009,COBRE (¢/lb),164.93
11/03/2009,ESTAÑO (¢/lb),501.45
11/03/2009,NIQUEL (¢/lb),442.48
11/03/2009,ORO (US$/ozt),900
11/03/2009,PLATA (US$/ozt),12.62
11/03/2009,PLOMO (¢/lb),58.06
11/03/2009,ZINC (¢/lb),55.18
12/03/2009,ALUMINIO (¢/lb),59.1
12/03/2009,COBRE (¢/lb),158.49
12/03/2009,ESTAÑO (¢/lb),498.95
12/03/2009,NIQUEL (¢/lb),432.73
12/03/2009,ORO (US$/ozt),914.5
12/03/2009,PLATA (US$/ozt),12.84
12/03/2009,PLOMO (¢/lb),55.81
12/03/2009,ZINC (¢/lb),53.86
13/03/2009,ALUMINIO (¢/lb),60.55
13/03/2009,COBRE (¢/lb),166.51
13/03/2009,ESTAÑO (¢/lb),489.88
13/03/2009,NIQUEL (¢/lb),432.5
13/03/2009,ORO (US$/ozt),920
13/03/2009,PLATA (US$/ozt),13.11
13/03/2009,PLOMO (¢/lb),57.45
13/03/2009,ZINC (¢/lb),55.18
16/03/2009,ALUMINIO (¢/lb),59.47
16/03/2009,COBRE (¢/lb),167.38
16/03/2009,ESTAÑO (¢/lb),478.54
16/03/2009,NIQUEL (¢/lb),446.11
16/03/2009,ORO (US$/ozt),923
16/03/2009,PLATA (US$/ozt),13.06
16/03/2009,PLOMO (¢/lb),58.29
16/03/2009,ZINC (¢/lb),55.81
17/03/2009,ALUMINIO (¢/lb),59.72
17/03/2009,COBRE (¢/lb),170.6
17/03/2009,ESTAÑO (¢/lb),475.14
17/03/2009,NIQUEL (¢/lb),453.82
17/03/2009,ORO (US$/ozt),920
17/03/2009,PLATA (US$/ozt),12.86
17/03/2009,PLOMO (¢/lb),60.49
17/03/2009,ZINC (¢/lb),55.61
18/03/2009,ALUMINIO (¢/lb),60.74
18/03/2009,COBRE (¢/lb),169.64
18/03/2009,ESTAÑO (¢/lb),456.09
18/03/2009,NIQUEL (¢/lb),440.21
18/03/2009,ORO (US$/ozt),910.75
18/03/2009,PLATA (US$/ozt),12.61
18/03/2009,PLOMO (¢/lb),59.9
18/03/2009,ZINC (¢/lb),54.07
19/03/2009,ALUMINIO (¢/lb),63.55
19/03/2009,COBRE (¢/lb),178.26
19/03/2009,ESTAÑO (¢/lb),483.08
19/03/2009,NIQUEL (¢/lb),454.27
19/03/2009,ORO (US$/ozt),937.25
19/03/2009,PLATA (US$/ozt),13.13
19/03/2009,PLOMO (¢/lb),60.55
19/03/2009,ZINC (¢/lb),55.43
20/03/2009,ALUMINIO (¢/lb),65.05
20/03/2009,COBRE (¢/lb),177.4
20/03/2009,ESTAÑO (¢/lb),474
20/03/2009,NIQUEL (¢/lb),449.28
20/03/2009,ORO (US$/ozt),957
20/03/2009,PLATA (US$/ozt),13.65
20/03/2009,PLOMO (¢/lb),59.06
20/03/2009,ZINC (¢/lb),55.79
23/03/2009,ALUMINIO (¢/lb),63.64
23/03/2009,COBRE (¢/lb),181.73
23/03/2009,ESTAÑO (¢/lb),480.81
23/03/2009,NIQUEL (¢/lb),445.2
23/03/2009,ORO (US$/ozt),952.75
23/03/2009,PLATA (US$/ozt),13.76
23/03/2009,PLOMO (¢/lb),60.83
23/03/2009,ZINC (¢/lb),56.95
24/03/2009,ALUMINIO (¢/lb),62.14
24/03/2009,COBRE (¢/lb),177.4
24/03/2009,ESTAÑO (¢/lb),469.7
24/03/2009,NIQUEL (¢/lb),436.58
24/03/2009,ORO (US$/ozt),928.75
24/03/2009,PLATA (US$/ozt),13.51
24/03/2009,PLOMO (¢/lb),56.74
24/03/2009,ZINC (¢/lb),55.43
25/03/2009,ALUMINIO (¢/lb),61.69
25/03/2009,COBRE (¢/lb),176.45
25/03/2009,ESTAÑO (¢/lb),463.8
25/03/2009,NIQUEL (¢/lb),430.23
25/03/2009,ORO (US$/ozt),921.25
25/03/2009,PLATA (US$/ozt),13.16
25/03/2009,PLOMO (¢/lb),56.79
25/03/2009,ZINC (¢/lb),56.06
26/03/2009,ALUMINIO (¢/lb),63.96
26/03/2009,COBRE (¢/lb),184.98
26/03/2009,ESTAÑO (¢/lb),467.43
26/03/2009,NIQUEL (¢/lb),443.61
26/03/2009,ORO (US$/ozt),935.5
26/03/2009,PLATA (US$/ozt),13.6
26/03/2009,PLOMO (¢/lb),59.44
26/03/2009,ZINC (¢/lb),59.38
27/03/2009,ALUMINIO (¢/lb),62.64
27/03/2009,COBRE (¢/lb),178.99
27/03/2009,ESTAÑO (¢/lb),463.12
27/03/2009,NIQUEL (¢/lb),430.91
27/03/2009,ORO (US$/ozt),927
27/03/2009,PLATA (US$/ozt),13.22
27/03/2009,PLOMO (¢/lb),56.93
27/03/2009,ZINC (¢/lb),58.2
30/03/2009,ALUMINIO (¢/lb),61.8
30/03/2009,COBRE (¢/lb),175.63
30/03/2009,ESTAÑO (¢/lb),468.56
30/03/2009,NIQUEL (¢/lb),428.87
30/03/2009,ORO (US$/ozt),923
30/03/2009,PLATA (US$/ozt),12.96
30/03/2009,PLOMO (¢/lb),56.02
30/03/2009,ZINC (¢/lb),58.08
31/03/2009,ALUMINIO (¢/lb),61.94
31/03/2009,COBRE (¢/lb),183.03
31/03/2009,ESTAÑO (¢/lb),472.87
31/03/2009,NIQUEL (¢/lb),426.6
31/03/2009,ORO (US$/ozt),918.5
31/03/2009,PLATA (US$/ozt),13.11
31/03/2009,PLOMO (¢/lb),57.7
31/03/2009,ZINC (¢/lb),58.99
01/04/2009,ALUMINIO (¢/lb),60.65
01/04/2009,COBRE (¢/lb),179.78
01/04/2009,ESTAÑO (¢/lb),483.08
01/04/2009,NIQUEL (¢/lb),433.41
01/04/2009,ORO (US$/ozt),919.5
01/04/2009,PLATA (US$/ozt),12.98
01/04/2009,PLOMO (¢/lb),56.34
01/04/2009,ZINC (¢/lb),57.2
02/04/2009,ALUMINIO (¢/lb),62.64
02/04/2009,COBRE (¢/lb),186.45
02/04/2009,ESTAÑO (¢/lb),502.35
02/04/2009,NIQUEL (¢/lb),463.12
02/04/2009,ORO (US$/ozt),914.75
02/04/2009,PLATA (US$/ozt),12.88
02/04/2009,PLOMO (¢/lb),57.11
02/04/2009,ZINC (¢/lb),59.1
03/04/2009,ALUMINIO (¢/lb),63.98
03/04/2009,COBRE (¢/lb),187.33
03/04/2009,ESTAÑO (¢/lb),498.95
03/04/2009,NIQUEL (¢/lb),467.65
03/04/2009,ORO (US$/ozt),901.5
03/04/2009,PLATA (US$/ozt),12.86
03/04/2009,PLOMO (¢/lb),58.2
03/04/2009,ZINC (¢/lb),59.56
06/04/2009,ALUMINIO (¢/lb),65.68
06/04/2009,COBRE (¢/lb),196.43
06/04/2009,ESTAÑO (¢/lb),502.35
06/04/2009,NIQUEL (¢/lb),489.88
06/04/2009,ORO (US$/ozt),879.5
06/04/2009,PLATA (US$/ozt),12.41
06/04/2009,PLOMO (¢/lb),59.51
06/04/2009,ZINC (¢/lb),60.83
07/04/2009,ALUMINIO (¢/lb),64.68
07/04/2009,COBRE (¢/lb),195.45
07/04/2009,ESTAÑO (¢/lb),492.6
07/04/2009,NIQUEL (¢/lb),480.13
07/04/2009,ORO (US$/ozt),879.25
07/04/2009,PLATA (US$/ozt),12.17
07/04/2009,PLOMO (¢/lb),59.65
07/04/2009,ZINC (¢/lb),59.87
08/04/2009,ALUMINIO (¢/lb),64.27
08/04/2009,COBRE (¢/lb),195.27
08/04/2009,ESTAÑO (¢/lb),498.95
08/04/2009,NIQUEL (¢/lb),481.49
08/04/2009,ORO (US$/ozt),887.25
08/04/2009,PLATA (US$/ozt),12.28
08/04/2009,PLOMO (¢/lb),59.08
08/04/2009,ZINC (¢/lb),59.42
09/04/2009,ALUMINIO (¢/lb),65.82
09/04/2009,COBRE (¢/lb),202.53
09/04/2009,ESTAÑO (¢/lb),501.45
09/04/2009,NIQUEL (¢/lb),487.84
09/04/2009,ORO (US$/ozt),883.75
09/04/2009,PLATA (US$/ozt),12.3
09/04/2009,PLOMO (¢/lb),61.35
09/04/2009,ZINC (¢/lb),61.33
14/04/2009,ALUMINIO (¢/lb),66.77
14/04/2009,COBRE (¢/lb),207.84
14/04/2009,ESTAÑO (¢/lb),503.49
14/04/2009,NIQUEL (¢/lb),517.32
14/04/2009,ORO (US$/ozt),895
14/04/2009,PLATA (US$/ozt),12.65
14/04/2009,PLOMO (¢/lb),64.64
14/04/2009,ZINC (¢/lb),63.57
15/04/2009,ALUMINIO (¢/lb),66.63
15/04/2009,COBRE (¢/lb),215.46
15/04/2009,ESTAÑO (¢/lb),526.17
15/04/2009,NIQUEL (¢/lb),562.45
15/04/2009,ORO (US$/ozt),892.25
15/04/2009,PLATA (US$/ozt),12.94
15/04/2009,PLOMO (¢/lb),68.13
15/04/2009,ZINC (¢/lb),65.7
16/04/2009,ALUMINIO (¢/lb),66.07
16/04/2009,COBRE (¢/lb),216.18
16/04/2009,ESTAÑO (¢/lb),526.17
16/04/2009,NIQUEL (¢/lb),556.56
16/04/2009,ORO (US$/ozt),889
16/04/2009,PLATA (US$/ozt),12.65
16/04/2009,PLOMO (¢/lb),69.17
16/04/2009,ZINC (¢/lb),68.08
17/04/2009,ALUMINIO (¢/lb),65.36
17/04/2009,COBRE (¢/lb),214.32
17/04/2009,ESTAÑO (¢/lb),553.38
17/04/2009,NIQUEL (¢/lb),563.82
17/04/2009,ORO (US$/ozt),872
17/04/2009,PLATA (US$/ozt),11.98
17/04/2009,PLOMO (¢/lb),69.17
17/04/2009,ZINC (¢/lb),68.13
20/04/2009,ALUMINIO (¢/lb),64.36
20/04/2009,COBRE (¢/lb),210.29
20/04/2009,ESTAÑO (¢/lb),562.45
20/04/2009,NIQUEL (¢/lb),554.74
20/04/2009,ORO (US$/ozt),870
20/04/2009,PLATA (US$/ozt),12.06
20/04/2009,PLOMO (¢/lb),68.45
20/04/2009,ZINC (¢/lb),66.81
21/04/2009,ALUMINIO (¢/lb),63.43
21/04/2009,COBRE (¢/lb),199.69
21/04/2009,ESTAÑO (¢/lb),540.68
21/04/2009,NIQUEL (¢/lb),520.27
21/04/2009,ORO (US$/ozt),888.75
21/04/2009,PLATA (US$/ozt),12.14
21/04/2009,PLOMO (¢/lb),65.23
21/04/2009,ZINC (¢/lb),63.32
22/04/2009,ALUMINIO (¢/lb),63.96
22/04/2009,COBRE (¢/lb),201.71
22/04/2009,ESTAÑO (¢/lb),566.99
22/04/2009,NIQUEL (¢/lb),516.42
22/04/2009,ORO (US$/ozt),885
22/04/2009,PLATA (US$/ozt),12.12
22/04/2009,PLOMO (¢/lb),65.45
22/04/2009,ZINC (¢/lb),64.43
23/04/2009,ALUMINIO (¢/lb),64.7
23/04/2009,COBRE (¢/lb),205.98
23/04/2009,ESTAÑO (¢/lb),579.24
23/04/2009,NIQUEL (¢/lb),517.55
23/04/2009,ORO (US$/ozt),894.5
23/04/2009,PLATA (US$/ozt),12.43
23/04/2009,PLOMO (¢/lb),66.29
23/04/2009,ZINC (¢/lb),64.5
24/04/2009,ALUMINIO (¢/lb),64.25
24/04/2009,COBRE (¢/lb),197.86
24/04/2009,ESTAÑO (¢/lb),576.06
24/04/2009,NIQUEL (¢/lb),501.22
24/04/2009,ORO (US$/ozt),909
24/04/2009,PLATA (US$/ozt),12.78
24/04/2009,PLOMO (¢/lb),63.98
24/04/2009,ZINC (¢/lb),62.75
27/04/2009,ALUMINIO (¢/lb),63.43
27/04/2009,COBRE (¢/lb),195.29
27/04/2009,ESTAÑO (¢/lb),562.45
27/04/2009,NIQUEL (¢/lb),499.41
27/04/2009,ORO (US$/ozt),911.75
27/04/2009,PLATA (US$/ozt),12.98
27/04/2009,PLOMO (¢/lb),62.37
27/04/2009,ZINC (¢/lb),60.83
28/04/2009,ALUMINIO (¢/lb),63.03
28/04/2009,COBRE (¢/lb),189.83
28/04/2009,ESTAÑO (¢/lb),549.07
28/04/2009,NIQUEL (¢/lb),491.01
28/04/2009,ORO (US$/ozt),897
28/04/2009,PLATA (US$/ozt),12.56
28/04/2009,PLOMO (¢/lb),59.38
28/04/2009,ZINC (¢/lb),59.78
29/04/2009,ALUMINIO (¢/lb),64.36
29/04/2009,COBRE (¢/lb),195.07
29/04/2009,ESTAÑO (¢/lb),557.92
29/04/2009,NIQUEL (¢/lb),503.49
29/04/2009,ORO (US$/ozt),894.5
29/04/2009,PLATA (US$/ozt),12.5
29/04/2009,PLOMO (¢/lb),59.78
29/04/2009,ZINC (¢/lb),61.78
30/04/2009,ALUMINIO (¢/lb),64.89
30/04/2009,COBRE (¢/lb),204.8
30/04/2009,ESTAÑO (¢/lb),569.71
30/04/2009,NIQUEL (¢/lb),521.86
30/04/2009,ORO (US$/ozt),889
30/04/2009,PLATA (US$/ozt),12.63
30/04/2009,PLOMO (¢/lb),61.46
30/04/2009,ZINC (¢/lb),63.87
01/05/2009,ALUMINIO (¢/lb),67.2
01/05/2009,COBRE (¢/lb),204.16
01/05/2009,ESTAÑO (¢/lb),580.83
01/05/2009,NIQUEL (¢/lb),526.39
01/05/2009,ORO (US$/ozt),881.5
01/05/2009,PLATA (US$/ozt),12.15
01/05/2009,PLOMO (¢/lb),60.53
01/05/2009,ZINC (¢/lb),65.7
05/05/2009,ALUMINIO (¢/lb),67.06
05/05/2009,COBRE (¢/lb),210.47
05/05/2009,ESTAÑO (¢/lb),578.33
05/05/2009,NIQUEL (¢/lb),539.78
05/05/2009,ORO (US$/ozt),903
05/05/2009,PLATA (US$/ozt),13.11
05/05/2009,PLOMO (¢/lb),64.7
05/05/2009,ZINC (¢/lb),68.08
06/05/2009,ALUMINIO (¢/lb),67.63
06/05/2009,COBRE (¢/lb),208.24
06/05/2009,ESTAÑO (¢/lb),607.81
06/05/2009,NIQUEL (¢/lb),544.54
06/05/2009,ORO (US$/ozt),903.5
06/05/2009,PLATA (US$/ozt),13.44
06/05/2009,PLOMO (¢/lb),63.87
06/05/2009,ZINC (¢/lb),69.04
07/05/2009,ALUMINIO (¢/lb),70.33
07/05/2009,COBRE (¢/lb),215.91
07/05/2009,ESTAÑO (¢/lb),636.16
07/05/2009,NIQUEL (¢/lb),591.26
07/05/2009,ORO (US$/ozt),912.75
07/05/2009,PLATA (US$/ozt),14.01
07/05/2009,PLOMO (¢/lb),67.18
07/05/2009,ZINC (¢/lb),72.08
08/05/2009,ALUMINIO (¢/lb),68.74
08/05/2009,COBRE (¢/lb),215.55
08/05/2009,ESTAÑO (¢/lb),650.45
08/05/2009,NIQUEL (¢/lb),601.24
08/05/2009,ORO (US$/ozt),917.5
08/05/2009,PLATA (US$/ozt),13.9
08/05/2009,PLOMO (¢/lb),66.84
08/05/2009,ZINC (¢/lb),69.9
11/05/2009,ALUMINIO (¢/lb),67.25
11/05/2009,COBRE (¢/lb),205.34
11/05/2009,ESTAÑO (¢/lb),628.23
11/05/2009,NIQUEL (¢/lb),579.46
11/05/2009,ORO (US$/ozt),912.5
11/05/2009,PLATA (US$/ozt),13.9
11/05/2009,PLOMO (¢/lb),65.34
11/05/2009,ZINC (¢/lb),68.27
12/05/2009,ALUMINIO (¢/lb),68.9
12/05/2009,COBRE (¢/lb),209.83
12/05/2009,ESTAÑO (¢/lb),653.17
12/05/2009,NIQUEL (¢/lb),604.87
12/05/2009,ORO (US$/ozt),920
12/05/2009,PLATA (US$/ozt),14.09
12/05/2009,PLOMO (¢/lb),66.27
12/05/2009,ZINC (¢/lb),70.35
13/05/2009,ALUMINIO (¢/lb),67.27
13/05/2009,COBRE (¢/lb),204.48
13/05/2009,ESTAÑO (¢/lb),630.27
13/05/2009,NIQUEL (¢/lb),564.95
13/05/2009,ORO (US$/ozt),925.75
13/05/2009,PLATA (US$/ozt),14.14
13/05/2009,PLOMO (¢/lb),65.82
13/05/2009,ZINC (¢/lb),65.09
14/05/2009,ALUMINIO (¢/lb),66.81
14/05/2009,COBRE (¢/lb),195.45
14/05/2009,ESTAÑO (¢/lb),616.89
14/05/2009,NIQUEL (¢/lb),552.25
14/05/2009,ORO (US$/ozt),923.25
14/05/2009,PLATA (US$/ozt),13.84
14/05/2009,PLOMO (¢/lb),63.28
14/05/2009,ZINC (¢/lb),64.86
15/05/2009,ALUMINIO (¢/lb),67
15/05/2009,COBRE (¢/lb),197.22
15/05/2009,ESTAÑO (¢/lb),624.82
15/05/2009,NIQUEL (¢/lb),557.01
15/05/2009,ORO (US$/ozt),925
15/05/2009,PLATA (US$/ozt),13.92
15/05/2009,PLOMO (¢/lb),64.52
15/05/2009,ZINC (¢/lb),66.25
18/05/2009,ALUMINIO (¢/lb),66.77
18/05/2009,COBRE (¢/lb),199.58
18/05/2009,ESTAÑO (¢/lb),621.19
18/05/2009,NIQUEL (¢/lb),547.03
18/05/2009,ORO (US$/ozt),929.75
18/05/2009,PLATA (US$/ozt),13.79
18/05/2009,PLOMO (¢/lb),66.22
18/05/2009,ZINC (¢/lb),67.09
19/05/2009,ALUMINIO (¢/lb),67.56
