Fecha,Metal,Precio
28/03/2006,PLOMO (¢/lb),55.41
28/03/2006,ZINC (¢/lb),117.98
29/03/2006,ALUMINIO (¢/lb),113.13
29/03/2006,COBRE (¢/lb),242.2
29/03/2006,ESTAÑO (¢/lb),365.82
29/03/2006,NIQUEL (¢/lb),683.34
29/03/2006,ORO (US$/ozt),562.25
29/03/2006,PLATA (US$/ozt),10.88
29/03/2006,PLOMO (¢/lb),54.77
29/03/2006,ZINC (¢/lb),117.57
30/03/2006,ALUMINIO (¢/lb),112.29
30/03/2006,COBRE (¢/lb),245.64
30/03/2006,ESTAÑO (¢/lb),371.95
30/03/2006,NIQUEL (¢/lb),681.98
30/03/2006,ORO (US$/ozt),578.5
30/03/2006,PLATA (US$/ozt),11.45
30/03/2006,PLOMO (¢/lb),54.52
30/03/2006,ZINC (¢/lb),120.34
31/03/2006,ALUMINIO (¢/lb),113.97
31/03/2006,COBRE (¢/lb),250.72
31/03/2006,ESTAÑO (¢/lb),370.81
31/03/2006,NIQUEL (¢/lb),695.81
31/03/2006,ORO (US$/ozt),584
31/03/2006,PLATA (US$/ozt),11.76
31/03/2006,PLOMO (¢/lb),54.88
31/03/2006,ZINC (¢/lb),122.04
03/04/2006,ALUMINIO (¢/lb),112.22
03/04/2006,COBRE (¢/lb),252.24
03/04/2006,ESTAÑO (¢/lb),377.62
03/04/2006,NIQUEL (¢/lb),710.1
03/04/2006,ORO (US$/ozt),585.5
03/04/2006,PLATA (US$/ozt),11.59
03/04/2006,PLOMO (¢/lb),54.84
03/04/2006,ZINC (¢/lb),123.69
04/04/2006,COBRE (¢/lb),254.78
04/04/2006,ORO (US$/ozt),585
04/04/2006,PLATA (US$/ozt),11.75
05/04/2006,ALUMINIO (¢/lb),112.72
05/04/2006,COBRE (¢/lb),259.23
05/04/2006,ESTAÑO (¢/lb),378.98
05/04/2006,NIQUEL (¢/lb),740.49
05/04/2006,ORO (US$/ozt),583.85
05/04/2006,PLATA (US$/ozt),11.66
05/04/2006,PLOMO (¢/lb),52.73
05/04/2006,ZINC (¢/lb),127.91
06/04/2006,ALUMINIO (¢/lb),114.87
06/04/2006,COBRE (¢/lb),262.18
06/04/2006,ESTAÑO (¢/lb),382.38
06/04/2006,NIQUEL (¢/lb),758.63
06/04/2006,ORO (US$/ozt),595.5
06/04/2006,PLATA (US$/ozt),12.03
06/04/2006,PLOMO (¢/lb),52.39
06/04/2006,ZINC (¢/lb),129.55
07/04/2006,ALUMINIO (¢/lb),116.37
07/04/2006,COBRE (¢/lb),264.44
07/04/2006,ESTAÑO (¢/lb),382.83
07/04/2006,NIQUEL (¢/lb),755.46
07/04/2006,ORO (US$/ozt),597
07/04/2006,PLATA (US$/ozt),12.17
07/04/2006,PLOMO (¢/lb),52.91
07/04/2006,ZINC (¢/lb),131.04
10/04/2006,ALUMINIO (¢/lb),115.8
10/04/2006,COBRE (¢/lb),268.57
10/04/2006,ESTAÑO (¢/lb),391
10/04/2006,NIQUEL (¢/lb),778.36
10/04/2006,ORO (US$/ozt),597.5
10/04/2006,PLATA (US$/ozt),12.42
10/04/2006,PLOMO (¢/lb),52.8
10/04/2006,ZINC (¢/lb),134.72
11/04/2006,ALUMINIO (¢/lb),116.35
11/04/2006,COBRE (¢/lb),270.39
11/04/2006,ESTAÑO (¢/lb),385.1
11/04/2006,NIQUEL (¢/lb),788.12
11/04/2006,ORO (US$/ozt),599.5
11/04/2006,PLATA (US$/ozt),12.67
11/04/2006,PLOMO (¢/lb),52.14
11/04/2006,ZINC (¢/lb),136.94
12/04/2006,ALUMINIO (¢/lb),116.35
12/04/2006,COBRE (¢/lb),275.78
12/04/2006,ESTAÑO (¢/lb),391.45
12/04/2006,NIQUEL (¢/lb),803.54
12/04/2006,ORO (US$/ozt),596.75
12/04/2006,PLATA (US$/ozt),12.75
12/04/2006,PLOMO (¢/lb),52.12
12/04/2006,ZINC (¢/lb),138.39
13/04/2006,ALUMINIO (¢/lb),116.62
13/04/2006,COBRE (¢/lb),281.68
13/04/2006,ESTAÑO (¢/lb),403.7
13/04/2006,NIQUEL (¢/lb),810.8
13/04/2006,ORO (US$/ozt),597
13/04/2006,PLATA (US$/ozt),12.61
13/04/2006,PLOMO (¢/lb),52.1
13/04/2006,ZINC (¢/lb),139.93
18/04/2006,ALUMINIO (¢/lb),118.8
18/04/2006,COBRE (¢/lb),300.96
18/04/2006,ESTAÑO (¢/lb),402.56
18/04/2006,NIQUEL (¢/lb),843.68
18/04/2006,ORO (US$/ozt),616.75
18/04/2006,PLATA (US$/ozt),13.64
18/04/2006,PLOMO (¢/lb),52.14
18/04/2006,ZINC (¢/lb),144.33
19/04/2006,ALUMINIO (¢/lb),122.38
19/04/2006,COBRE (¢/lb),297.56
19/04/2006,ESTAÑO (¢/lb),414.13
19/04/2006,NIQUEL (¢/lb),825.99
19/04/2006,ORO (US$/ozt),623.75
19/04/2006,PLATA (US$/ozt),14.27
19/04/2006,PLOMO (¢/lb),53.34
19/04/2006,ZINC (¢/lb),145.83
20/04/2006,ALUMINIO (¢/lb),121.25
20/04/2006,COBRE (¢/lb),293.7
20/04/2006,ESTAÑO (¢/lb),420.93
20/04/2006,NIQUEL (¢/lb),841.41
20/04/2006,ORO (US$/ozt),644.5
20/04/2006,PLATA (US$/ozt),14.31
20/04/2006,PLOMO (¢/lb),52.89
20/04/2006,ZINC (¢/lb),145.33
21/04/2006,ALUMINIO (¢/lb),123.45
21/04/2006,COBRE (¢/lb),304.22
21/04/2006,ESTAÑO (¢/lb),412.09
21/04/2006,NIQUEL (¢/lb),868.86
21/04/2006,ORO (US$/ozt),623.5
21/04/2006,PLATA (US$/ozt),12.19
21/04/2006,PLOMO (¢/lb),54.68
21/04/2006,ZINC (¢/lb),149.55
24/04/2006,ALUMINIO (¢/lb),122.81
24/04/2006,COBRE (¢/lb),311.44
24/04/2006,ESTAÑO (¢/lb),416.4
24/04/2006,NIQUEL (¢/lb),897.97
24/04/2006,ORO (US$/ozt),634
24/04/2006,PLATA (US$/ozt),12.78
24/04/2006,PLOMO (¢/lb),53.07
24/04/2006,ZINC (¢/lb),148.78
25/04/2006,ALUMINIO (¢/lb),123.74
25/04/2006,COBRE (¢/lb),324.18
25/04/2006,ESTAÑO (¢/lb),422.98
25/04/2006,NIQUEL (¢/lb),907.19
25/04/2006,ORO (US$/ozt),627.75
25/04/2006,PLATA (US$/ozt),12.47
25/04/2006,PLOMO (¢/lb),53.75
25/04/2006,ZINC (¢/lb),152.41
26/04/2006,ALUMINIO (¢/lb),125.99
26/04/2006,COBRE (¢/lb),335.66
26/04/2006,ESTAÑO (¢/lb),431.37
26/04/2006,NIQUEL (¢/lb),914.22
26/04/2006,ORO (US$/ozt),630.75
26/04/2006,PLATA (US$/ozt),12.72
26/04/2006,PLOMO (¢/lb),53.02
26/04/2006,ZINC (¢/lb),156.04
27/04/2006,ALUMINIO (¢/lb),124.15
27/04/2006,COBRE (¢/lb),330.44
27/04/2006,ESTAÑO (¢/lb),411.86
27/04/2006,NIQUEL (¢/lb),873.39
27/04/2006,ORO (US$/ozt),636.5
27/04/2006,PLATA (US$/ozt),12.52
27/04/2006,PLOMO (¢/lb),54.05
27/04/2006,ZINC (¢/lb),144.79
28/04/2006,ALUMINIO (¢/lb),124.9
28/04/2006,COBRE (¢/lb),327.95
28/04/2006,ESTAÑO (¢/lb),424.11
28/04/2006,NIQUEL (¢/lb),841.11
28/04/2006,ORO (US$/ozt),638.25
28/04/2006,PLATA (US$/ozt),12.56
28/04/2006,PLOMO (¢/lb),53.98
28/04/2006,ZINC (¢/lb),146.47
02/05/2006,ALUMINIO (¢/lb),126.33
02/05/2006,COBRE (¢/lb),335.25
02/05/2006,ESTAÑO (¢/lb),425.47
02/05/2006,NIQUEL (¢/lb),879.74
02/05/2006,ORO (US$/ozt),657.75
02/05/2006,PLATA (US$/ozt),13.92
02/05/2006,PLOMO (¢/lb),54.25
02/05/2006,ZINC (¢/lb),152.36
03/05/2006,ALUMINIO (¢/lb),125.15
03/05/2006,COBRE (¢/lb),327.99
03/05/2006,ESTAÑO (¢/lb),418.44
03/05/2006,NIQUEL (¢/lb),952.98
03/05/2006,ORO (US$/ozt),675.25
03/05/2006,PLATA (US$/ozt),14.42
03/05/2006,PLOMO (¢/lb),52.64
03/05/2006,ZINC (¢/lb),147.92
04/05/2006,ALUMINIO (¢/lb),124.87
04/05/2006,COBRE (¢/lb),342.69
04/05/2006,ESTAÑO (¢/lb),426.38
04/05/2006,NIQUEL (¢/lb),884.05
04/05/2006,ORO (US$/ozt),664.65
04/05/2006,PLATA (US$/ozt),13.69
04/05/2006,PLOMO (¢/lb),53.3
04/05/2006,ZINC (¢/lb),153.04
05/05/2006,ALUMINIO (¢/lb),130.23
05/05/2006,COBRE (¢/lb),354.26
05/05/2006,ESTAÑO (¢/lb),418.67
05/05/2006,NIQUEL (¢/lb),904.92
05/05/2006,ORO (US$/ozt),682
05/05/2006,PLATA (US$/ozt),14.07
05/05/2006,PLOMO (¢/lb),54.02
05/05/2006,ZINC (¢/lb),159.23
08/05/2006,ALUMINIO (¢/lb),129.73
08/05/2006,COBRE (¢/lb),344.96
08/05/2006,ESTAÑO (¢/lb),418.44
08/05/2006,NIQUEL (¢/lb),870.9
08/05/2006,ORO (US$/ozt),682
08/05/2006,PLATA (US$/ozt),13.75
08/05/2006,PLOMO (¢/lb),53.07
08/05/2006,ZINC (¢/lb),152.63
09/05/2006,ALUMINIO (¢/lb),135.19
09/05/2006,COBRE (¢/lb),354.53
09/05/2006,ESTAÑO (¢/lb),425.47
09/05/2006,NIQUEL (¢/lb),909.45
09/05/2006,ORO (US$/ozt),679.75
09/05/2006,PLATA (US$/ozt),13.9
09/05/2006,PLOMO (¢/lb),54.66
09/05/2006,ZINC (¢/lb),157.62
10/05/2006,ALUMINIO (¢/lb),138.94
10/05/2006,COBRE (¢/lb),369.63
10/05/2006,ESTAÑO (¢/lb),425.92
10/05/2006,NIQUEL (¢/lb),932.36
10/05/2006,ORO (US$/ozt),704.3
10/05/2006,PLATA (US$/ozt),14.34
10/05/2006,PLOMO (¢/lb),58.17
10/05/2006,ZINC (¢/lb),163.77
11/05/2006,ALUMINIO (¢/lb),148.55
11/05/2006,COBRE (¢/lb),391
11/05/2006,ESTAÑO (¢/lb),430.01
11/05/2006,NIQUEL (¢/lb),986.56
11/05/2006,ORO (US$/ozt),707
11/05/2006,PLATA (US$/ozt),14.43
11/05/2006,PLOMO (¢/lb),59.69
11/05/2006,ZINC (¢/lb),180.98
12/05/2006,ALUMINIO (¢/lb),142.79
12/05/2006,COBRE (¢/lb),398.62
12/05/2006,ESTAÑO (¢/lb),442.25
12/05/2006,NIQUEL (¢/lb),1011.51
12/05/2006,ORO (US$/ozt),725.75
12/05/2006,PLATA (US$/ozt),14.94
12/05/2006,PLOMO (¢/lb),57.61
12/05/2006,ZINC (¢/lb),176.9
15/05/2006,ALUMINIO (¢/lb),132.9
15/05/2006,COBRE (¢/lb),371.49
15/05/2006,ESTAÑO (¢/lb),402.34
15/05/2006,NIQUEL (¢/lb),934.4
15/05/2006,ORO (US$/ozt),693
15/05/2006,PLATA (US$/ozt),13.25
15/05/2006,PLOMO (¢/lb),53.16
15/05/2006,ZINC (¢/lb),156.49
16/05/2006,ALUMINIO (¢/lb),134.26
16/05/2006,COBRE (¢/lb),379.66
16/05/2006,ESTAÑO (¢/lb),401.43
16/05/2006,NIQUEL (¢/lb),929.86
16/05/2006,ORO (US$/ozt),681
16/05/2006,PLATA (US$/ozt),13.22
16/05/2006,PLOMO (¢/lb),53.18
16/05/2006,ZINC (¢/lb),158.44
17/05/2006,ALUMINIO (¢/lb),134.79
17/05/2006,COBRE (¢/lb),389.68
17/05/2006,ESTAÑO (¢/lb),412.77
17/05/2006,NIQUEL (¢/lb),945.74
17/05/2006,ORO (US$/ozt),713
17/05/2006,PLATA (US$/ozt),13.82
17/05/2006,PLOMO (¢/lb),54.54
17/05/2006,ZINC (¢/lb),166.42
18/05/2006,ALUMINIO (¢/lb),129.27
18/05/2006,COBRE (¢/lb),370.13
18/05/2006,ESTAÑO (¢/lb),403.24
18/05/2006,NIQUEL (¢/lb),962.98
18/05/2006,ORO (US$/ozt),688
18/05/2006,PLATA (US$/ozt),13.12
18/05/2006,PLOMO (¢/lb),54.25
18/05/2006,ZINC (¢/lb),158.53
19/05/2006,ALUMINIO (¢/lb),124.42
19/05/2006,COBRE (¢/lb),360.7
19/05/2006,ESTAÑO (¢/lb),386.01
19/05/2006,NIQUEL (¢/lb),955.95
19/05/2006,ORO (US$/ozt),682
19/05/2006,PLATA (US$/ozt),12.43
19/05/2006,PLOMO (¢/lb),52.71
19/05/2006,ZINC (¢/lb),150.82
22/05/2006,ALUMINIO (¢/lb),123.22
22/05/2006,COBRE (¢/lb),345.64
22/05/2006,ESTAÑO (¢/lb),360.15
22/05/2006,NIQUEL (¢/lb),966.15
22/05/2006,ORO (US$/ozt),645.5
22/05/2006,PLATA (US$/ozt),12.16
22/05/2006,PLOMO (¢/lb),51.26
22/05/2006,ZINC (¢/lb),153.59
23/05/2006,ALUMINIO (¢/lb),125.46
23/05/2006,COBRE (¢/lb),362.01
23/05/2006,ESTAÑO (¢/lb),373.53
23/05/2006,NIQUEL (¢/lb),974.54
23/05/2006,ORO (US$/ozt),661.7
23/05/2006,PLATA (US$/ozt),12.87
23/05/2006,PLOMO (¢/lb),51.03
23/05/2006,ZINC (¢/lb),156.63
24/05/2006,ALUMINIO (¢/lb),124.31
24/05/2006,COBRE (¢/lb),366.59
24/05/2006,ESTAÑO (¢/lb),376.48
24/05/2006,NIQUEL (¢/lb),1022.85
24/05/2006,ORO (US$/ozt),667.5
24/05/2006,PLATA (US$/ozt),12.8
24/05/2006,PLOMO (¢/lb),49.44
24/05/2006,ZINC (¢/lb),158.08
25/05/2006,ALUMINIO (¢/lb),123.4
25/05/2006,COBRE (¢/lb),371.49
25/05/2006,ESTAÑO (¢/lb),365.6
25/05/2006,NIQUEL (¢/lb),1029.65
25/05/2006,ORO (US$/ozt),643.75
25/05/2006,PLATA (US$/ozt),12.57
25/05/2006,PLOMO (¢/lb),48.83
25/05/2006,ZINC (¢/lb),164.2
26/05/2006,ALUMINIO (¢/lb),124.13
26/05/2006,COBRE (¢/lb),376.53
26/05/2006,ESTAÑO (¢/lb),363.78
26/05/2006,NIQUEL (¢/lb),1029.88
26/05/2006,ORO (US$/ozt),652
26/05/2006,PLATA (US$/ozt),12.7
26/05/2006,PLOMO (¢/lb),49.44
26/05/2006,ZINC (¢/lb),172.3
30/05/2006,ALUMINIO (¢/lb),124.74
30/05/2006,COBRE (¢/lb),381.97
30/05/2006,ESTAÑO (¢/lb),376.48
30/05/2006,NIQUEL (¢/lb),1044.62
30/05/2006,ORO (US$/ozt),652.25
30/05/2006,PLATA (US$/ozt),12.9
30/05/2006,PLOMO (¢/lb),48.53
30/05/2006,ZINC (¢/lb),179.17
31/05/2006,ALUMINIO (¢/lb),123.01
31/05/2006,COBRE (¢/lb),369.22
31/05/2006,ESTAÑO (¢/lb),365.14
31/05/2006,NIQUEL (¢/lb),1047.8
31/05/2006,ORO (US$/ozt),654
31/05/2006,PLATA (US$/ozt),13.13
31/05/2006,PLOMO (¢/lb),47.7
31/05/2006,ZINC (¢/lb),177.35
01/06/2006,ALUMINIO (¢/lb),116.39
01/06/2006,COBRE (¢/lb),350.63
01/06/2006,ESTAÑO (¢/lb),364.23
01/06/2006,NIQUEL (¢/lb),1011.28
01/06/2006,ORO (US$/ozt),633.25
01/06/2006,PLATA (US$/ozt),12.05
01/06/2006,PLOMO (¢/lb),46.27
01/06/2006,ZINC (¢/lb),160.84
02/06/2006,ALUMINIO (¢/lb),117.93
02/06/2006,COBRE (¢/lb),361.2
02/06/2006,ESTAÑO (¢/lb),371.95
02/06/2006,NIQUEL (¢/lb),993.37
02/06/2006,ORO (US$/ozt),630.8
02/06/2006,PLATA (US$/ozt),12.15
02/06/2006,PLOMO (¢/lb),46.52
02/06/2006,ZINC (¢/lb),163.75
05/06/2006,ALUMINIO (¢/lb),117.44
05/06/2006,COBRE (¢/lb),359.7
05/06/2006,ESTAÑO (¢/lb),375.35
05/06/2006,NIQUEL (¢/lb),997.9
05/06/2006,ORO (US$/ozt),644.5
05/06/2006,PLATA (US$/ozt),12.37
05/06/2006,PLOMO (¢/lb),46.29
05/06/2006,ZINC (¢/lb),166.7
06/06/2006,ALUMINIO (¢/lb),114.8
06/06/2006,COBRE (¢/lb),350.17
06/06/2006,ESTAÑO (¢/lb),367.64
06/06/2006,NIQUEL (¢/lb),983.16
06/06/2006,ORO (US$/ozt),634.6
06/06/2006,PLATA (US$/ozt),11.87
06/06/2006,PLOMO (¢/lb),46.13
06/06/2006,ZINC (¢/lb),163.25
07/06/2006,ALUMINIO (¢/lb),112.54
07/06/2006,COBRE (¢/lb),337.25
07/06/2006,ESTAÑO (¢/lb),358.79
07/06/2006,NIQUEL (¢/lb),981.12
07/06/2006,ORO (US$/ozt),623.5
07/06/2006,PLATA (US$/ozt),11.46
07/06/2006,PLOMO (¢/lb),46.08
07/06/2006,ZINC (¢/lb),161.48
08/06/2006,ALUMINIO (¢/lb),112.63
08/06/2006,COBRE (¢/lb),344.28
08/06/2006,ESTAÑO (¢/lb),369.68
08/06/2006,NIQUEL (¢/lb),979.76
08/06/2006,ORO (US$/ozt),619
08/06/2006,PLATA (US$/ozt),11.55
08/06/2006,PLOMO (¢/lb),45.18
08/06/2006,ZINC (¢/lb),160.8
09/06/2006,ALUMINIO (¢/lb),112.97
09/06/2006,COBRE (¢/lb),334.75
09/06/2006,ESTAÑO (¢/lb),356.07
09/06/2006,NIQUEL (¢/lb),932.36
09/06/2006,ORO (US$/ozt),612.25
09/06/2006,PLATA (US$/ozt),11.41
09/06/2006,PLOMO (¢/lb),44.45
09/06/2006,ZINC (¢/lb),156.72
12/06/2006,ALUMINIO (¢/lb),112.51
12/06/2006,COBRE (¢/lb),327.99
12/06/2006,ESTAÑO (¢/lb),357.2
12/06/2006,NIQUEL (¢/lb),948.01
12/06/2006,ORO (US$/ozt),607.75
12/06/2006,PLATA (US$/ozt),11.02
12/06/2006,PLOMO (¢/lb),46.04
12/06/2006,ZINC (¢/lb),151.5
13/06/2006,ALUMINIO (¢/lb),109.47
13/06/2006,COBRE (¢/lb),312.12
13/06/2006,ESTAÑO (¢/lb),352.67
13/06/2006,NIQUEL (¢/lb),843.68
13/06/2006,ORO (US$/ozt),590.75
13/06/2006,PLATA (US$/ozt),10.47
13/06/2006,PLOMO (¢/lb),43.95
13/06/2006,ZINC (¢/lb),140.16
14/06/2006,ALUMINIO (¢/lb),109.36
14/06/2006,COBRE (¢/lb),305.06
14/06/2006,ESTAÑO (¢/lb),349.27
14/06/2006,NIQUEL (¢/lb),861.83
14/06/2006,ORO (US$/ozt),567.25
14/06/2006,PLATA (US$/ozt),9.72
14/06/2006,PLOMO (¢/lb),42.77
14/06/2006,ZINC (¢/lb),138.8
15/06/2006,ALUMINIO (¢/lb),112.01
15/06/2006,COBRE (¢/lb),312.12
15/06/2006,ESTAÑO (¢/lb),354.03
15/06/2006,NIQUEL (¢/lb),861.83
15/06/2006,ORO (US$/ozt),574.25
15/06/2006,PLATA (US$/ozt),10.15
15/06/2006,PLOMO (¢/lb),41.59
15/06/2006,ZINC (¢/lb),137.94
16/06/2006,ALUMINIO (¢/lb),112.13
16/06/2006,COBRE (¢/lb),319.42
16/06/2006,ESTAÑO (¢/lb),357.88
16/06/2006,NIQUEL (¢/lb),891.31
16/06/2006,ORO (US$/ozt),581.5
16/06/2006,PLATA (US$/ozt),10.28
16/06/2006,PLOMO (¢/lb),42.39
16/06/2006,ZINC (¢/lb),140.16
19/06/2006,ALUMINIO (¢/lb),111.15
19/06/2006,COBRE (¢/lb),312.57
19/06/2006,ESTAÑO (¢/lb),350.63
19/06/2006,NIQUEL (¢/lb),881.78
19/06/2006,ORO (US$/ozt),569.75
19/06/2006,PLATA (US$/ozt),9.89
19/06/2006,PLOMO (¢/lb),42.3
19/06/2006,ZINC (¢/lb),138.8
20/06/2006,ALUMINIO (¢/lb),110.4
20/06/2006,COBRE (¢/lb),307.08
20/06/2006,ESTAÑO (¢/lb),347
20/06/2006,NIQUEL (¢/lb),898.11
20/06/2006,ORO (US$/ozt),571
20/06/2006,PLATA (US$/ozt),10.15
20/06/2006,PLOMO (¢/lb),41.48
20/06/2006,ZINC (¢/lb),135.37
21/06/2006,ALUMINIO (¢/lb),108.91
21/06/2006,COBRE (¢/lb),311.62
21/06/2006,ESTAÑO (¢/lb),354.26
21/06/2006,NIQUEL (¢/lb),915.35
21/06/2006,ORO (US$/ozt),576.5
21/06/2006,PLATA (US$/ozt),10.27
21/06/2006,PLOMO (¢/lb),41.75
21/06/2006,ZINC (¢/lb),133.76
22/06/2006,ALUMINIO (¢/lb),111.67
22/06/2006,COBRE (¢/lb),319.37
22/06/2006,ESTAÑO (¢/lb),353.8
22/06/2006,NIQUEL (¢/lb),941.43
22/06/2006,ORO (US$/ozt),594.4
22/06/2006,PLATA (US$/ozt),10.54
22/06/2006,PLOMO (¢/lb),41.75
22/06/2006,ZINC (¢/lb),139.48
23/06/2006,ALUMINIO (¢/lb),108.75
23/06/2006,COBRE (¢/lb),304.38
23/06/2006,ESTAÑO (¢/lb),351.53
23/06/2006,NIQUEL (¢/lb),920.57
23/06/2006,ORO (US$/ozt),582.6
23/06/2006,PLATA (US$/ozt),10.09
23/06/2006,PLOMO (¢/lb),42.05
23/06/2006,ZINC (¢/lb),133.36
26/06/2006,ALUMINIO (¢/lb),110.25
26/06/2006,COBRE (¢/lb),313.93
26/06/2006,ESTAÑO (¢/lb),354.26
26/06/2006,NIQUEL (¢/lb),936.67
26/06/2006,ORO (US$/ozt),586.25
26/06/2006,PLATA (US$/ozt),10.36
26/06/2006,PLOMO (¢/lb),42.91
26/06/2006,ZINC (¢/lb),134.94
27/06/2006,ALUMINIO (¢/lb),111.61
27/06/2006,COBRE (¢/lb),317.49
27/06/2006,ESTAÑO (¢/lb),356.07
27/06/2006,NIQUEL (¢/lb),945.97
27/06/2006,ORO (US$/ozt),587.7
27/06/2006,PLATA (US$/ozt),10.26
27/06/2006,PLOMO (¢/lb),41.84
27/06/2006,ZINC (¢/lb),136.98
28/06/2006,ALUMINIO (¢/lb),111.42
28/06/2006,COBRE (¢/lb),319.56
28/06/2006,ESTAÑO (¢/lb),358.34
28/06/2006,NIQUEL (¢/lb),968.42
28/06/2006,ORO (US$/ozt),584
28/06/2006,PLATA (US$/ozt),10.38
28/06/2006,PLOMO (¢/lb),43.54
28/06/2006,ZINC (¢/lb),136.98
29/06/2006,ALUMINIO (¢/lb),112.11
29/06/2006,COBRE (¢/lb),321.6
29/06/2006,ESTAÑO (¢/lb),358.34
29/06/2006,NIQUEL (¢/lb),1006.75
29/06/2006,ORO (US$/ozt),581.75
29/06/2006,PLATA (US$/ozt),10.38
29/06/2006,PLOMO (¢/lb),43.23
29/06/2006,ZINC (¢/lb),139.28
30/06/2006,ALUMINIO (¢/lb),115.69
30/06/2006,COBRE (¢/lb),340.24
30/06/2006,ESTAÑO (¢/lb),360.83
30/06/2006,NIQUEL (¢/lb),1010.38
30/06/2006,ORO (US$/ozt),600.4
30/06/2006,PLATA (US$/ozt),10.7
30/06/2006,PLOMO (¢/lb),43.32
30/06/2006,ZINC (¢/lb),147.87
03/07/2006,ALUMINIO (¢/lb),115.96
03/07/2006,COBRE (¢/lb),334.52
03/07/2006,ESTAÑO (¢/lb),365.14
03/07/2006,NIQUEL (¢/lb),1029.2
03/07/2006,ORO (US$/ozt),619.5
03/07/2006,PLATA (US$/ozt),11.28
03/07/2006,PLOMO (¢/lb),44.25
03/07/2006,ZINC (¢/lb),146.15
04/07/2006,ALUMINIO (¢/lb),116.13
04/07/2006,COBRE (¢/lb),340.19
04/07/2006,ESTAÑO (¢/lb),376.71
04/07/2006,NIQUEL (¢/lb),1056.64
04/07/2006,ORO (US$/ozt),620.9
04/07/2006,PLATA (US$/ozt),11.23
04/07/2006,PLOMO (¢/lb),44.72
04/07/2006,ZINC (¢/lb),151.27
05/07/2006,ALUMINIO (¢/lb),115.92
05/07/2006,COBRE (¢/lb),340.22
05/07/2006,ESTAÑO (¢/lb),381.02
05/07/2006,NIQUEL (¢/lb),1088.62
05/07/2006,ORO (US$/ozt),625.75
05/07/2006,PLATA (US$/ozt),11.45
05/07/2006,PLOMO (¢/lb),45.29
05/07/2006,ZINC (¢/lb),152.95
06/07/2006,ALUMINIO (¢/lb),113.26
06/07/2006,COBRE (¢/lb),339.29
06/07/2006,ESTAÑO (¢/lb),383.29
06/07/2006,NIQUEL (¢/lb),1097.69
06/07/2006,ORO (US$/ozt),623.75
06/07/2006,PLATA (US$/ozt),11.31
06/07/2006,PLOMO (¢/lb),44.5
06/07/2006,ZINC (¢/lb),151.27
07/07/2006,ALUMINIO (¢/lb),114.35
07/07/2006,COBRE (¢/lb),352.71
07/07/2006,ESTAÑO (¢/lb),394.85
07/07/2006,NIQUEL (¢/lb),1156.89
07/07/2006,ORO (US$/ozt),631
07/07/2006,PLATA (US$/ozt),11.51
07/07/2006,PLOMO (¢/lb),45.84
07/07/2006,ZINC (¢/lb),156.08
10/07/2006,ALUMINIO (¢/lb),113.31
10/07/2006,COBRE (¢/lb),348.36
10/07/2006,ESTAÑO (¢/lb),396.89
10/07/2006,NIQUEL (¢/lb),1177.3
10/07/2006,ORO (US$/ozt),624.5
10/07/2006,PLATA (US$/ozt),11.04
10/07/2006,PLOMO (¢/lb),46.29
10/07/2006,ZINC (¢/lb),152.18
11/07/2006,ALUMINIO (¢/lb),115.62
11/07/2006,COBRE (¢/lb),364.24
11/07/2006,ESTAÑO (¢/lb),392.81
11/07/2006,NIQUEL (¢/lb),1253.96
11/07/2006,ORO (US$/ozt),628.35
11/07/2006,PLATA (US$/ozt),11.29
11/07/2006,PLOMO (¢/lb),49.12
11/07/2006,ZINC (¢/lb),161.73
12/07/2006,ALUMINIO (¢/lb),117.71
12/07/2006,COBRE (¢/lb),373.44
12/07/2006,ESTAÑO (¢/lb),400.3
12/07/2006,NIQUEL (¢/lb),1342.63
12/07/2006,ORO (US$/ozt),642
12/07/2006,PLATA (US$/ozt),11.75
12/07/2006,PLOMO (¢/lb),52.44
12/07/2006,ZINC (¢/lb),162.86
13/07/2006,ALUMINIO (¢/lb),117.21
13/07/2006,COBRE (¢/lb),362.87
13/07/2006,ESTAÑO (¢/lb),399.16
13/07/2006,NIQUEL (¢/lb),1306.12
13/07/2006,ORO (US$/ozt),648.8
13/07/2006,PLATA (US$/ozt),11.62
13/07/2006,PLOMO (¢/lb),50.86
13/07/2006,ZINC (¢/lb),159.69
14/07/2006,ALUMINIO (¢/lb),117.12
14/07/2006,COBRE (¢/lb),369.72
14/07/2006,ESTAÑO (¢/lb),396.89
14/07/2006,NIQUEL (¢/lb),1315.42
14/07/2006,ORO (US$/ozt),660.4
14/07/2006,PLATA (US$/ozt),11.63
14/07/2006,PLOMO (¢/lb),51.96
14/07/2006,ZINC (¢/lb),161.03
17/07/2006,ALUMINIO (¢/lb),114.87
17/07/2006,COBRE (¢/lb),363.83
17/07/2006,ESTAÑO (¢/lb),388.05
17/07/2006,NIQUEL (¢/lb),1353.97
17/07/2006,ORO (US$/ozt),671.5
17/07/2006,PLATA (US$/ozt),11.5
17/07/2006,PLOMO (¢/lb),50.39
17/07/2006,ZINC (¢/lb),154.9
18/07/2006,ALUMINIO (¢/lb),114.78
18/07/2006,COBRE (¢/lb),361.51
18/07/2006,ESTAÑO (¢/lb),376.48
18/07/2006,NIQUEL (¢/lb),1274.59
18/07/2006,ORO (US$/ozt),647.5
